date,rainfall_mm,runoff_mm,soil_moisture,rain_t1,rain_t2,runoff_t1,soil_t1
2018-02-28,0.0,0.02967,6.714213769,0.0,0.0,0.02997,6.714213769
2018-03-01,0.0,0.02937375,6.714213769,0.0,0.0,0.02967,6.714213769
2018-03-02,0.0,0.0290825,6.714213769,0.0,0.0,0.02937375,6.714213769
2018-03-03,0.0,0.028795,6.714213769,0.0,0.0,0.0290825,6.714213769
2018-03-04,0.0,0.02851125,6.714213769,0.0,0.0,0.028795,6.714213769
2018-03-05,0.0,0.02823375,6.714213769,0.0,0.0,0.02851125,6.714213769
2018-03-06,0.0,0.02795875,6.714213769,0.0,0.0,0.02823375,6.714213769
2018-03-07,0.0,0.02768875,6.714213769,0.0,0.0,0.02795875,6.714213769
2018-03-08,0.0,0.02742375,6.714213769,0.0,0.0,0.02768875,6.714213769
2018-03-09,0.0,0.0271625,6.714213769,0.0,0.0,0.02742375,6.714213769
2018-03-10,0.0,0.02690625,6.714213769,0.0,0.0,0.0271625,6.714213769
2018-03-11,0.0,0.026655,6.714213769,0.0,0.0,0.02690625,6.714213769
2018-03-12,0.0,0.02641,6.714213769,0.0,0.0,0.026655,6.714213769
2018-03-13,0.0,0.02616625,6.714213769,0.0,0.0,0.02641,6.714213769
2018-03-14,0.0,0.02592625,6.714213769,0.0,0.0,0.02616625,6.714213769
2018-03-15,0.0,0.0256975,6.714213769,0.0,0.0,0.02592625,6.714213769
2018-03-16,5.744320879,0.02585,6.714213769,0.0,0.0,0.0256975,6.714213769
2018-03-17,3.237333972,0.04067,6.714213769,5.744320879,0.0,0.02585,6.714213769
2018-03-18,0.0,0.02518125,6.714213769,3.237333972,5.744320879,0.04067,6.714213769
2018-03-19,0.0,0.02517875,6.714213769,0.0,3.237333972,0.02518125,6.714213769
2018-03-20,0.0,0.02520625,6.714213769,0.0,0.0,0.02517875,6.714213769
2018-03-21,0.0,0.0252325,6.714213769,0.0,0.0,0.02520625,6.714213769
2018-03-22,0.0,0.02524,6.714213769,0.0,0.0,0.0252325,6.714213769
2018-03-23,0.0,0.02523125,6.714213769,0.0,0.0,0.02524,6.714213769
2018-03-24,0.0,0.02519875,6.714213769,0.0,0.0,0.02523125,6.714213769
2018-03-25,0.0,0.02514125,6.714213769,0.0,0.0,0.02519875,6.714213769
2018-03-26,0.0,0.025065,6.714213769,0.0,0.0,0.02514125,6.714213769
2018-03-27,0.0,0.02497625,6.714213769,0.0,0.0,0.025065,6.714213769
2018-03-28,0.0,0.02487,6.714213769,0.0,0.0,0.02497625,6.714213769
2018-03-29,0.0,0.02474875,6.714213769,0.0,0.0,0.02487,6.714213769
2018-03-30,2.557372123,0.02461875,6.714213769,0.0,0.0,0.02474875,6.714213769
2018-03-31,1.532059293,0.02447875,6.714213769,2.557372123,0.0,0.02461875,6.714213769
2018-04-01,0.0,0.0243325,6.714213769,1.532059293,2.557372123,0.02447875,6.714213769
2018-04-02,0.0,0.02418,6.714213769,0.0,1.532059293,0.0243325,6.714213769
2018-04-03,0.0,0.02402,6.714213769,0.0,0.0,0.02418,6.714213769
2018-04-04,0.0,0.02386,6.714213769,0.0,0.0,0.02402,6.714213769
2018-04-05,0.0,0.0236975,6.714213769,0.0,0.0,0.02386,6.714213769
2018-04-06,0.0,0.02353,6.714213769,0.0,0.0,0.0236975,6.714213769
2018-04-07,0.0,0.02336125,6.714213769,0.0,0.0,0.02353,6.714213769
2018-04-08,0.0,0.02319375,6.714213769,0.0,0.0,0.02336125,6.714213769
2018-04-09,0.0,0.02302375,6.714213769,0.0,0.0,0.02319375,6.714213769
2018-04-10,0.0,0.022855,6.714213769,0.0,0.0,0.02302375,6.714213769
2018-04-11,0.0,0.0226925,6.714213769,0.0,0.0,0.022855,6.714213769
2018-04-12,0.0,0.02252,6.714213769,0.0,0.0,0.0226925,6.714213769
2018-04-13,0.0,0.02236125,6.714213769,0.0,0.0,0.02252,6.714213769
2018-04-14,0.0,0.02219375,6.714213769,0.0,0.0,0.02236125,6.714213769
2018-04-15,0.0,0.02204,6.714213769,0.0,0.0,0.02219375,6.714213769
2018-04-16,0.0,0.02188,6.714213769,0.0,0.0,0.02204,6.714213769
2018-04-17,0.0,0.021725,6.714213769,0.0,0.0,0.02188,6.714213769
2018-04-18,0.0,0.02157125,6.714213769,0.0,0.0,0.021725,6.714213769
2018-04-19,3.141604473,0.02142,6.714213769,0.0,0.0,0.02157125,6.714213769
2018-04-20,0.0,0.02126875,6.714213769,3.141604473,0.0,0.02142,6.714213769
2018-04-21,0.0,0.0211175,6.714213769,0.0,3.141604473,0.02126875,6.714213769
2018-04-22,0.0,0.02096875,6.714213769,0.0,0.0,0.0211175,6.714213769
2018-04-23,0.0,0.0208225,6.714213769,0.0,0.0,0.02096875,6.714213769
2018-04-24,0.0,0.020675,6.714213769,0.0,0.0,0.0208225,6.714213769
2018-04-25,0.0,0.02052875,6.714213769,0.0,0.0,0.020675,6.714213769
2018-04-26,0.0,0.0203875,6.714213769,0.0,0.0,0.02052875,6.714213769
2018-04-27,0.0,0.020245,6.714213769,0.0,0.0,0.0203875,6.714213769
2018-04-28,0.0,0.020105,6.714213769,0.0,0.0,0.020245,6.714213769
2018-04-29,0.0,0.0199675,6.714213769,0.0,0.0,0.020105,6.714213769
2018-04-30,0.0,0.01983,6.714213769,0.0,0.0,0.0199675,6.714213769
2018-05-01,2.948907709,0.019695,6.714213769,0.0,0.0,0.01983,6.714213769
2018-05-02,1.501445492,0.01956125,6.714213769,2.948907709,0.0,0.019695,6.714213769
2018-05-03,1.362433343,0.020078751,6.714213769,1.501445492,2.948907709,0.01956125,6.714213769
2018-05-04,0.0,0.01929875,6.714213769,1.362433343,1.501445492,0.020078751,6.714213769
2018-05-05,0.0,0.01917875,6.714213769,0.0,1.362433343,0.01929875,6.714213769
2018-05-06,0.0,0.01907,6.714213769,0.0,0.0,0.01917875,6.714213769
2018-05-07,0.0,0.018965,6.714213769,0.0,0.0,0.01907,6.714213769
2018-05-08,2.885135197,0.01889375,6.714213769,0.0,0.0,0.018965,6.714213769
2018-05-09,0.0,0.02001625,6.714213769,2.885135197,0.0,0.01889375,6.714213769
2018-05-10,0.0,0.018675,6.714213769,0.0,2.885135197,0.02001625,6.714213769
2018-05-11,0.0,0.01859875,6.714213769,0.0,0.0,0.018675,6.714213769
2018-05-12,0.0,0.01854625,6.714213769,0.0,0.0,0.01859875,6.714213769
2018-05-13,0.0,0.0184725,6.714213769,0.0,0.0,0.01854625,6.714213769
2018-05-14,0.0,0.01843,6.714213769,0.0,0.0,0.0184725,6.714213769
2018-05-15,0.0,0.0184025,6.714213769,0.0,0.0,0.01843,6.714213769
2018-05-16,0.0,0.01829625,6.714213769,0.0,0.0,0.0184025,6.714213769
2018-05-17,0.0,0.01823875,6.714213769,0.0,0.0,0.01829625,6.714213769
2018-05-18,0.141161725,0.01818,6.714213769,0.0,0.0,0.01823875,6.714213769
2018-05-19,0.0,0.01812,6.714213769,0.141161725,0.0,0.01818,6.714213769
2018-05-20,0.0,0.018055,6.714213769,0.0,0.141161725,0.01812,6.714213769
2018-05-21,1.49014385,0.01798875,6.714213769,0.0,0.0,0.018055,6.714213769
2018-05-22,0.0,0.01791625,6.714213769,1.49014385,0.0,0.01798875,6.714213769
2018-05-23,0.147787226,0.017845,6.714213769,0.0,1.49014385,0.01791625,6.714213769
2018-05-24,1.914537762,0.017765,6.714213769,0.147787226,0.0,0.017845,6.714213769
2018-05-25,1.095842353,0.017685,6.714213769,1.914537762,0.147787226,0.017765,6.714213769
2018-05-26,0.0,0.017605,6.714213769,1.095842353,1.914537762,0.017685,6.714213769
2018-05-27,0.0,0.01759375,6.714213769,0.0,1.095842353,0.017605,6.714213769
2018-05-28,0.0,0.0174725,6.714213769,0.0,0.0,0.01759375,6.714213769
2018-05-29,0.0,0.01773625,6.714213769,0.0,0.0,0.0174725,6.714213769
2018-05-30,0.0,0.01727625,6.714213769,0.0,0.0,0.01773625,6.714213769
2018-05-31,0.0,0.01721625,6.714213769,0.0,0.0,0.01727625,6.714213769
2018-06-01,0.0,0.02591125,6.714213769,0.0,0.0,0.01721625,6.714213769
2018-06-02,4.230708852,0.01919875,6.714213769,0.0,0.0,0.02591125,6.714213769
2018-06-03,0.0,0.0170975,6.714213769,4.230708852,0.0,0.01919875,6.714213769
2018-06-04,0.0,0.01754625,6.714213769,0.0,4.230708852,0.0170975,6.714213769
2018-06-05,0.741101794,0.01727125,6.714213769,0.0,0.0,0.01754625,6.714213769
2018-06-06,15.0931587,0.0278725,6.714213769,0.741101794,0.0,0.01727125,6.714213769
2018-06-07,14.23398041,0.01749875,6.714213769,15.0931587,0.741101794,0.0278725,6.714213769
2018-06-08,0.0,0.02583375,6.714213769,14.23398041,15.0931587,0.01749875,6.714213769
2018-06-09,0.0,0.01801,6.714213769,0.0,14.23398041,0.02583375,6.714213769
2018-06-10,0.0,0.02157375,6.714213769,0.0,0.0,0.01801,6.714213769
2018-06-11,3.044697292,0.01883875,6.714213769,0.0,0.0,0.02157375,6.714213769
2018-06-12,4.281995777,0.020675,6.714213769,3.044697292,0.0,0.01883875,6.714213769
2018-06-13,2.433113473,0.01976375,6.714213769,4.281995777,3.044697292,0.020675,6.714213769
2018-06-14,0.0,0.02057125,6.714213769,2.433113473,4.281995777,0.01976375,6.714213769
2018-06-15,4.268994525,0.066836249,6.714213769,0.0,2.433113473,0.02057125,6.714213769
2018-06-16,6.572888036,0.0214275,6.714213769,4.268994525,0.0,0.066836249,6.714213769
2018-06-17,9.881382466,0.0226275,6.714213769,6.572888036,4.268994525,0.0214275,6.714213769
2018-06-18,0.0,0.0239325,6.714213769,9.881382466,6.572888036,0.0226275,6.714213769
2018-06-19,0.0,0.02508875,6.714213769,0.0,9.881382466,0.0239325,6.714213769
2018-06-20,0.0,0.026043751,6.714213769,0.0,0.0,0.02508875,6.714213769
2018-06-21,0.0,0.0268225,6.714213769,0.0,0.0,0.026043751,6.714213769
2018-06-22,2.448800282,0.02737875,6.714213769,0.0,0.0,0.0268225,6.714213769
2018-06-23,0.0,0.03232375,6.714213769,2.448800282,0.0,0.02737875,6.714213769
2018-06-24,9.206183998,0.0282425,6.714213769,0.0,2.448800282,0.03232375,6.714213769
2018-06-25,5.46013108,0.02852875,6.714213769,9.206183998,0.0,0.0282425,6.714213769
2018-06-26,4.897645238,0.02889125,6.714213769,5.46013108,9.206183998,0.02852875,6.714213769
2018-06-27,8.564947999,0.02922125,6.714213769,4.897645238,5.46013108,0.02889125,6.714213769
2018-06-28,6.768363771,0.02983375,6.714213769,8.564947999,4.897645238,0.02922125,6.714213769
2018-06-29,4.134685633,0.02967375,6.714213769,6.768363771,8.564947999,0.02983375,6.714213769
2018-06-30,3.722649446,0.02964,6.714213769,4.134685633,6.768363771,0.02967375,6.714213769
2018-07-01,7.564690856,0.03155,6.714213769,3.722649446,4.134685633,0.02964,6.714213769
2018-07-02,1.387596096,0.0507975,6.714213769,7.564690856,3.722649446,0.03155,6.714213769
2018-07-03,3.709761309,0.0301025,6.714213769,1.387596096,7.564690856,0.0507975,6.714213769
2018-07-04,7.965957133,0.03084,6.714213769,3.709761309,1.387596096,0.0301025,6.714213769
2018-07-05,0.0,0.0572475,6.714213769,7.965957133,3.709761309,0.03084,6.714213769
2018-07-06,5.756734413,0.03300125,6.714213769,0.0,7.965957133,0.0572475,6.714213769
2018-07-07,7.150064804,0.03419625,6.714213769,5.756734413,0.0,0.03300125,6.714213769
2018-07-08,7.238523265,0.035421251,6.714213769,7.150064804,5.756734413,0.03419625,6.714213769
2018-07-09,9.89569389,0.037548751,6.714213769,7.238523265,7.150064804,0.035421251,6.714213769
2018-07-10,6.905111163,0.037606251,6.714213769,9.89569389,7.238523265,0.037548751,6.714213769
2018-07-11,10.25042088,0.03845375,6.714213769,6.905111163,9.89569389,0.037606251,6.714213769
2018-07-12,9.899114185,0.039796251,6.714213769,10.25042088,6.905111163,0.03845375,6.714213769
2018-07-13,5.833309412,0.039471251,6.714213769,9.899114185,10.25042088,0.039796251,6.714213769
2018-07-14,5.964625603,0.039705,6.714213769,5.833309412,9.899114185,0.039471251,6.714213769
2018-07-15,5.964625603,0.039851251,6.714213769,5.964625603,5.833309412,0.039705,6.714213769
2018-07-16,0.0,0.039855,6.714213769,5.964625603,5.964625603,0.039851251,6.714213769
2018-07-17,0.0,0.03972125,6.714213769,0.0,5.964625603,0.039855,6.714213769
2018-07-18,0.0,0.042426251,6.714213769,0.0,0.0,0.03972125,6.714213769
2018-07-19,0.0,0.039199999,6.714213769,0.0,0.0,0.042426251,6.714213769
2018-07-20,5.15017412,0.05020875,6.714213769,0.0,0.0,0.039199999,6.714213769
2018-07-21,12.99519456,0.03969625,6.714213769,5.15017412,0.0,0.05020875,6.714213769
2018-07-22,0.0,0.04028875,6.714213769,12.99519456,5.15017412,0.03969625,6.714213769
2018-07-23,0.0,0.0410975,6.714213769,0.0,12.99519456,0.04028875,6.714213769
2018-07-24,0.0,0.04174125,6.714213769,0.0,0.0,0.0410975,6.714213769
2018-07-25,0.0,0.042617501,6.714213769,0.0,0.0,0.04174125,6.714213769
2018-07-26,4.911930372,0.044105,6.714213769,0.0,0.0,0.042617501,6.714213769
2018-07-27,4.180039221,0.04303625,6.714213769,4.911930372,0.0,0.044105,6.714213769
2018-07-28,0.057789824,0.04330625,6.714213769,4.180039221,4.911930372,0.04303625,6.714213769
2018-07-29,3.487236128,0.0434,6.714213769,0.057789824,4.180039221,0.04330625,6.714213769
2018-07-30,1.586774821,0.0438825,6.714213769,3.487236128,0.057789824,0.0434,6.714213769
2018-07-31,3.234893585,0.043253749,6.714213769,1.586774821,3.487236128,0.0438825,6.714213769
2018-08-01,0.0,0.043113751,6.714213769,3.234893585,1.586774821,0.043253749,6.714213769
2018-08-02,7.605357714,0.048715001,6.714213769,0.0,3.234893585,0.043113751,6.714213769
2018-08-03,8.442647306,0.04309875,6.714213769,7.605357714,0.0,0.048715001,6.714213769
2018-08-04,6.018340998,0.0459725,6.714213769,8.442647306,7.605357714,0.04309875,6.714213769
2018-08-05,0.0,0.043455,6.714213769,6.018340998,8.442647306,0.0459725,6.714213769
2018-08-06,0.294119166,0.04408625,6.714213769,0.0,6.018340998,0.043455,6.714213769
2018-08-07,6.529695263,0.04515375,6.714213769,0.294119166,0.0,0.04408625,6.714213769
2018-08-08,0.294119166,0.04867375,6.714213769,6.529695263,0.294119166,0.04515375,6.714213769
2018-08-09,2.326097636,0.04506125,6.714213769,0.294119166,6.529695263,0.04867375,6.714213769
2018-08-10,11.29309683,0.046396251,6.714213769,2.326097636,0.294119166,0.04506125,6.714213769
2018-08-11,17.12317947,0.0749225,6.714213769,11.29309683,2.326097636,0.046396251,6.714213769
2018-08-12,0.0,0.051481249,6.714213769,17.12317947,11.29309683,0.0749225,6.714213769
2018-08-13,5.296704741,0.05352375,6.714213769,0.0,17.12317947,0.051481249,6.714213769
2018-08-14,13.19625819,0.062376249,6.714213769,5.296704741,0.0,0.05352375,6.714213769
2018-08-15,11.993953,0.069080001,6.714213769,13.19625819,5.296704741,0.062376249,6.714213769
2018-08-16,5.508881262,0.06735125,6.714213769,11.993953,13.19625819,0.069080001,6.714213769
2018-08-17,8.227116106,0.07072875,6.714213769,5.508881262,11.993953,0.06735125,6.714213769
2018-08-18,0.381451226,0.073763751,6.714213769,8.227116106,5.508881262,0.07072875,6.714213769
2018-08-19,0.120231937,0.074993748,6.714213769,0.381451226,8.227116106,0.073763751,6.714213769
2018-08-20,0.104014502,0.07489,6.714213769,0.120231937,0.381451226,0.074993748,6.714213769
2018-08-21,0.0,0.07401125,6.714213769,0.104014502,0.120231937,0.07489,6.714213769
2018-08-22,0.0,0.07261,6.714213769,0.0,0.104014502,0.07401125,6.714213769
2018-08-23,0.0,0.070896251,6.714213769,0.0,0.0,0.07261,6.714213769
2018-08-24,10.20480743,0.069018749,6.714213769,0.0,0.0,0.070896251,6.714213769
2018-08-25,7.185642869,0.071133749,6.714213769,10.20480743,0.0,0.069018749,6.714213769
2018-08-26,6.105090435,0.0656325,6.714213769,7.185642869,10.20480743,0.071133749,6.714213769
2018-08-27,29.85344262,0.06480125,6.714213769,6.105090435,7.185642869,0.0656325,6.714213769
2018-08-28,13.27695193,0.064021252,6.714213769,29.85344262,6.105090435,0.06480125,6.714213769
2018-08-29,7.290487321,0.06302625,6.714213769,13.27695193,29.85344262,0.064021252,6.714213769
2018-08-30,2.079576974,0.06470625,6.714213769,7.290487321,13.27695193,0.06302625,6.714213769
2018-08-31,10.4762209,0.060767501,6.714213769,2.079576974,7.290487321,0.06470625,6.714213769
2018-09-01,11.73890776,0.0734375,6.714213769,10.4762209,2.079576974,0.060767501,6.714213769
2018-09-02,0.0,0.06026625,6.714213769,11.73890776,10.4762209,0.0734375,6.714213769
2018-09-03,0.0,0.06051625,6.714213769,0.0,11.73890776,0.06026625,6.714213769
2018-09-04,0.0,0.060495001,6.714213769,0.0,0.0,0.06051625,6.714213769
2018-09-05,0.0,0.06076375,6.714213769,0.0,0.0,0.060495001,6.714213769
2018-09-06,0.0,0.059527499,6.714213769,0.0,0.0,0.06076375,6.714213769
2018-09-07,0.0,0.059078749,6.714213769,0.0,0.0,0.059527499,6.714213769
2018-09-08,0.0,0.058747501,6.714213769,0.0,0.0,0.059078749,6.714213769
2018-09-09,0.0,0.05770125,6.714213769,0.0,0.0,0.058747501,6.714213769
2018-09-10,0.0,0.05924125,6.714213769,0.0,0.0,0.05770125,6.714213769
2018-09-11,0.0,0.058856249,6.714213769,0.0,0.0,0.05924125,6.714213769
2018-09-12,0.0,0.062762501,6.714213769,0.0,0.0,0.058856249,6.714213769
2018-09-13,7.471993749,0.0656725,6.714213769,0.0,0.0,0.062762501,6.714213769
2018-09-14,0.0,0.0641975,6.714213769,7.471993749,0.0,0.0656725,6.714213769
2018-09-15,0.0,0.0603975,6.714213769,0.0,7.471993749,0.0641975,6.714213769
2018-09-16,7.122809242,0.136047499,6.714213769,0.0,0.0,0.0603975,6.714213769
2018-09-17,14.4624316,0.099170001,6.714213769,7.122809242,0.0,0.136047499,6.714213769
2018-09-18,21.44187652,0.0890225,6.714213769,14.4624316,7.122809242,0.099170001,6.714213769
2018-09-19,28.58723806,0.10582375,6.714213769,21.44187652,14.4624316,0.0890225,6.714213769
2018-09-20,26.49873348,0.1166,6.714213769,28.58723806,21.44187652,0.10582375,6.714213769
2018-09-21,0.0,0.121697501,6.714213769,26.49873348,28.58723806,0.1166,6.714213769
2018-09-22,0.0,0.12151375,6.714213769,0.0,26.49873348,0.121697501,6.714213769
2018-09-23,0.0,0.119097499,6.714213769,0.0,0.0,0.12151375,6.714213769
2018-09-24,0.0,0.115031251,6.714213769,0.0,0.0,0.119097499,6.714213769
2018-09-25,0.0,0.110196249,6.714213769,0.0,0.0,0.115031251,6.714213769
2018-09-26,0.0,0.105141251,6.714213769,0.0,0.0,0.110196249,6.714213769
2018-09-27,0.0,0.100156252,6.714213769,0.0,0.0,0.105141251,6.714213769
2018-09-28,0.0,0.095937501,6.714213769,0.0,0.0,0.100156252,6.714213769
2018-09-29,0.0,0.09313,6.714213769,0.0,0.0,0.095937501,6.714213769
2018-09-30,0.0,0.088248749,6.714213769,0.0,0.0,0.09313,6.714213769
2018-10-01,0.0,0.097585001,6.714213769,0.0,0.0,0.088248749,6.714213769
2018-10-02,0.0,0.08385625,6.714213769,0.0,0.0,0.097585001,6.714213769
2018-10-03,18.8873472,0.089619999,6.714213769,0.0,0.0,0.08385625,6.714213769
2018-10-04,67.48779682,0.295861252,6.714213769,18.8873472,0.0,0.089619999,6.714213769
2018-10-05,37.72308157,0.163358752,6.714213769,67.48779682,18.8873472,0.295861252,6.714213769
2018-10-06,0.0,0.163499999,6.714213769,37.72308157,67.48779682,0.163358752,6.714213769
2018-10-07,1.531079051,0.191245002,6.714213769,0.0,37.72308157,0.163499999,6.714213769
2018-10-08,1.240361333,0.294421249,6.714213769,1.531079051,0.0,0.191245002,6.714213769
2018-10-09,9.586447329,0.2146025,6.714213769,1.240361333,1.531079051,0.294421249,6.714213769
2018-10-10,0.0,0.223779999,6.714213769,9.586447329,1.240361333,0.2146025,6.714213769
2018-10-11,0.0,0.214578752,6.714213769,0.0,9.586447329,0.223779999,6.714213769
2018-10-12,0.0,0.19892,6.714213769,0.0,0.0,0.214578752,6.714213769
2018-10-13,0.0,0.184368749,6.714213769,0.0,0.0,0.19892,6.714213769
2018-10-14,0.0,0.16822625,6.714213769,0.0,0.0,0.184368749,6.714213769
2018-10-15,0.406189187,0.1643275,6.714213769,0.0,0.0,0.16822625,6.714213769
2018-10-16,0.0,0.148286252,6.714213769,0.406189187,0.0,0.1643275,6.714213769
2018-10-17,4.498257754,0.1518875,6.714213769,0.0,0.406189187,0.148286252,6.714213769
2018-10-18,3.140648879,0.139448751,6.714213769,4.498257754,0.0,0.1518875,6.714213769
2018-10-19,3.480474245,0.136673748,6.714213769,3.140648879,4.498257754,0.139448751,6.714213769
2018-10-20,2.649432285,0.131892499,6.714213769,3.480474245,3.140648879,0.136673748,6.714213769
2018-10-21,17.03003754,0.12595875,6.714213769,2.649432285,3.480474245,0.131892499,6.714213769
2018-10-22,0.0,0.11957125,6.714213769,17.03003754,2.649432285,0.12595875,6.714213769
2018-10-23,0.0,0.11322375,6.714213769,0.0,17.03003754,0.11957125,6.714213769
2018-10-24,0.0,0.107167499,6.714213769,0.0,0.0,0.11322375,6.714213769
2018-10-25,0.0,0.101516249,6.714213769,0.0,0.0,0.107167499,6.714213769
2018-10-26,0.0,0.09630125,6.714213769,0.0,0.0,0.101516249,6.714213769
2018-10-27,0.0,0.091514999,6.714213769,0.0,0.0,0.09630125,6.714213769
2018-10-28,2.754065773,0.087135001,6.714213769,0.0,0.0,0.091514999,6.714213769
2018-10-29,8.019016679,0.083120001,6.714213769,2.754065773,0.0,0.087135001,6.714213769
2018-10-30,17.65095338,0.079439999,6.714213769,8.019016679,2.754065773,0.083120001,6.714213769
2018-10-31,14.992493,0.07867125,6.714213769,17.65095338,8.019016679,0.079439999,6.714213769
2018-11-01,26.90781734,0.074015,6.714213769,14.992493,17.65095338,0.07867125,6.714213769
2018-11-02,0.0,0.091971251,6.714213769,26.90781734,14.992493,0.074015,6.714213769
2018-11-03,1.414675478,0.073034999,6.714213769,0.0,26.90781734,0.091971251,6.714213769
2018-11-04,0.0,0.075142499,6.714213769,1.414675478,0.0,0.073034999,6.714213769
2018-11-05,0.0,0.077780001,6.714213769,0.0,1.414675478,0.075142499,6.714213769
2018-11-06,4.574401451,0.079812498,6.714213769,0.0,0.0,0.077780001,6.714213769
2018-11-07,14.01867177,0.079432501,6.714213769,4.574401451,0.0,0.079812498,6.714213769
2018-11-08,0.712201011,0.07893625,6.714213769,14.01867177,4.574401451,0.079432501,6.714213769
